Year,Material,Tons
1/1/2024,Cobalt,2450.724384
1/1/2024,Copper,33529.793087
1/1/2024,Dysprosium (REE),0.775861
1/1/2024,Erbium (REE),-0.000000
1/1/2024,Europium (REE),-0.000000
1/1/2024,Fluorspar,-0.000000
1/1/2024,Gadolinium (REE),-0.000000
1/1/2024,Gallium,0.032481
1/1/2024,Germanium,-0.000000
1/1/2024,Gold,-0.000000
1/1/2024,Graphite,-0.000000
1/1/2024,Hafnium,0.001387
1/1/2024,Helium,-0.000000
1/1/2024,Holmium (REE),-0.000000
1/1/2024,Indium,0.055770
1/1/2024,Iridium,-0.000000
1/1/2024,Iron,174667.134007
1/1/2024,Lanthanum (REE),-0.000000
1/1/2024,Lead,214.134574
1/1/2024,Lithium,18.115359
1/1/2024,Lutetium (REE),-0.000000
1/1/2024,Magnesium,154.266887
1/1/2024,Manganese,5834.376527
1/1/2024,Molybdenum,1294.799469
1/1/2024,Neodymium (REE),2.862671
1/1/2024,Nickel,14104.747396
1/1/2024,Niobium,249.134457
1/1/2024,Palladium,-0.000000
1/1/2024,Phosphate rock,-0.000000
1/1/2024,Phosphorus,-0.000000
1/1/2024,Platinum,-0.000000
1/1/2024,Praseodymium (REE),0.416164
1/1/2024,Rhenium,-0.000000
1/1/2024,Rhodium,-0.000000
1/1/2024,Ruthenium,-0.000000
1/1/2024,Samarium (REE),-0.000000
1/1/2024,Scandium (REE),-0.000000
1/1/2024,Selenium,0.521413
1/1/2024,Silicon,15498.544861
1/1/2024,Silver,43.927079
1/1/2024,Steel,3435575.345845
1/1/2024,Tantalum,0.017042
1/1/2024,Tellurium,0.145628
1/1/2024,Terbium (REE),0.130558
1/1/2024,Thulium,-0.000000
1/1/2024,Tin,1596.460779
1/1/2024,Titanium,1.873271
1/1/2024,Tungsten,0.121375
1/1/2024,Vanadium,11.947221
1/1/2024,Yetterbium (REE),-0.000000
1/1/2024,Yttrium (REE),-0.000000
1/1/2024,Zinc,31575.052823
1/1/2024,Zirconium,0.043001
1/1/2025,Aluminum,116339.231456
1/1/2025,Antimony,-0.000000
1/1/2025,Arsenic,-0.000000
1/1/2025,Baryte,-0.000000
1/1/2025,Beryllium,-0.000000
1/1/2025,Bismuth,-0.000000
1/1/2025,Borate,-0.000000
1/1/2025,Boron,0.156524
1/1/2025,Cadmium,2.630543
1/1/2025,Cerium (REE),-0.000000
1/1/2025,Chromium,28998.878666
1/1/2025,Cobalt,3173.737719
1/1/2025,Copper,42003.701233
1/1/2025,Dysprosium (REE),1.007244
1/1/2025,Erbium (REE),-0.000000
1/1/2025,Europium (REE),-0.000000
1/1/2025,Fluorspar,-0.000000
1/1/2025,Gadolinium (REE),-0.000000
1/1/2025,Gallium,0.041744
1/1/2025,Germanium,-0.000000
1/1/2025,Gold,-0.000000
1/1/2025,Graphite,-0.000000
1/1/2025,Hafnium,0.001604
1/1/2025,Helium,-0.000000
1/1/2025,Holmium (REE),-0.000000
1/1/2025,Indium,0.071316
1/1/2025,Iridium,-0.000000
1/1/2025,Iron,226203.323214
1/1/2025,Lanthanum (REE),-0.000000
1/1/2025,Lead,266.546383
1/1/2025,Lithium,23.460363
1/1/2025,Lutetium (REE),-0.000000
1/1/2025,Magnesium,225.380976
1/1/2025,Manganese,7570.325024
1/1/2025,Molybdenum,1538.884284
1/1/2025,Neodymium (REE),3.730088
1/1/2025,Nickel,17775.806505
1/1/2025,Niobium,296.642481
1/1/2025,Palladium,-0.000000
1/1/2025,Phosphate rock,-0.000000
1/1/2025,Phosphorus,-0.000000
1/1/2025,Platinum,-0.000000
1/1/2025,Praseodymium (REE),0.503038
1/1/2025,Rhenium,-0.000000
1/1/2025,Rhodium,-0.000000
1/1/2025,Ruthenium,-0.000000
1/1/2025,Samarium (REE),-0.000000
1/1/2025,Scandium (REE),-0.000000
1/1/2025,Selenium,0.670095
1/1/2025,Silicon,19534.032809
1/1/2025,Silver,55.503483
1/1/2025,Steel,4657135.450153
1/1/2025,Tantalum,0.021624
1/1/2025,Tellurium,0.183752
1/1/2025,Terbium (REE),0.156492
1/1/2025,Thulium,-0.000000
1/1/2025,Tin,1950.006468
1/1/2025,Titanium,2.807907
1/1/2025,Tungsten,0.140358
1/1/2025,Vanadium,14.349167
1/1/2025,Yetterbium (REE),-0.000000
1/1/2025,Yttrium (REE),-0.000000
1/1/2025,Zinc,37517.025648
1/1/2025,Zirconium,0.049727
1/1/2026,Aluminum,136801.381898
1/1/2026,Antimony,-0.000000
1/1/2026,Arsenic,-0.000000
1/1/2026,Baryte,-0.000000
1/1/2026,Beryllium,-0.000000
1/1/2026,Bismuth,-0.000000
1/1/2026,Borate,-0.000000
1/1/2026,Boron,0.185989
1/1/2026,Cadmium,3.263389
1/1/2026,Cerium (REE),-0.000000
1/1/2026,Chromium,35691.689646
1/1/2026,Cobalt,4029.719304
1/1/2026,Copper,50174.553666
1/1/2026,Dysprosium (REE),1.282007
1/1/2026,Erbium (REE),-0.000000
1/1/2026,Europium (REE),-0.000000
1/1/2026,Fluorspar,-0.000000
1/1/2026,Gadolinium (REE),-0.000000
1/1/2026,Gallium,0.052758
1/1/2026,Germanium,-0.000000
1/1/2026,Gold,-0.000000
1/1/2026,Graphite,-0.000000
1/1/2026,Hafnium,0.001867
1/1/2026,Helium,-0.000000
1/1/2026,Holmium (REE),-0.000000
1/1/2026,Indium,0.089812
1/1/2026,Iridium,-0.000000
1/1/2026,Iron,287217.661840
1/1/2026,Lanthanum (REE),-0.000000
1/1/2026,Lead,327.608472
1/1/2026,Lithium,29.788380
1/1/2026,Lutetium (REE),-0.000000
1/1/2026,Magnesium,318.928538
1/1/2026,Manganese,9642.427523
1/1/2026,Molybdenum,1813.194535
1/1/2026,Neodymium (REE),4.764682
1/1/2026,Nickel,22093.329727
1/1/2026,Niobium,350.235254
1/1/2026,Palladium,-0.000000
1/1/2026,Phosphate rock,-0.000000
1/1/2026,Phosphorus,-0.000000
1/1/2026,Platinum,-0.000000
1/1/2026,Praseodymium (REE),0.602772
1/1/2026,Rhenium,-0.000000
1/1/2026,Rhodium,-0.000000
1/1/2026,Ruthenium,-0.000000
1/1/2026,Samarium (REE),-0.000000
1/1/2026,Scandium (REE),-0.000000
1/1/2026,Selenium,0.846904
1/1/2026,Silicon,24220.237974
1/1/2026,Silver,69.020416
1/1/2026,Steel,4441349.703046
1/1/2026,Tantalum,0.027240
1/1/2026,Tellurium,0.228089
1/1/2026,Terbium (REE),0.185950
1/1/2026,Thulium,-0.000000
1/1/2026,Tin,2353.753083
1/1/2026,Titanium,4.051611
1/1/2026,Tungsten,0.163330
1/1/2026,Vanadium,17.084495
1/1/2026,Yetterbium (REE),-0.000000
1/1/2026,Yttrium (REE),-0.000000
1/1/2026,Zinc,44163.945326
1/1/2026,Zirconium,0.057865
1/1/2027,Aluminum,172907.726834
1/1/2027,Antimony,-0.000000
1/1/2027,Arsenic,-0.000000
1/1/2027,Baryte,-0.000000
1/1/2027,Beryllium,-0.000000
1/1/2027,Bismuth,-0.000000
1/1/2027,Borate,-0.000000
1/1/2027,Boron,0.219150
1/1/2027,Cadmium,3.989784
1/1/2027,Cerium (REE),-0.000000
1/1/2027,Chromium,43396.523751
1/1/2027,Cobalt,5013.830834
1/1/2027,Copper,61342.540555
1/1/2027,Dysprosium (REE),1.599066
1/1/2027,Erbium (REE),-0.000000
1/1/2027,Europium (REE),-0.000000
1/1/2027,Fluorspar,-0.000000
1/1/2027,Gadolinium (REE),-0.000000
1/1/2027,Gallium,0.065678
1/1/2027,Germanium,-0.000000
1/1/2027,Gold,-0.000000
1/1/2027,Graphite,-0.000000
1/1/2027,Hafnium,0.002183
1/1/2027,Helium,-0.000000
1/1/2027,Holmium (REE),-0.000000
1/1/2027,Indium,0.111525
1/1/2027,Iridium,-0.000000
1/1/2027,Iron,357364.933810
1/1/2027,Lanthanum (REE),-0.000000
1/1/2027,Lead,397.562319
1/1/2027,Lithium,37.063607
1/1/2027,Lutetium (REE),-0.000000
1/1/2027,Magnesium,438.660703
1/1/2027,Manganese,12049.857478
1/1/2027,Molybdenum,2118.763199
1/1/2027,Neodymium (REE),5.964932
1/1/2027,Nickel,27075.396904
1/1/2027,Niobium,410.168932
1/1/2027,Palladium,-0.000000
1/1/2027,Phosphate rock,-0.000000
1/1/2027,Phosphorus,-0.000000
1/1/2027,Platinum,-0.000000
1/1/2027,Praseodymium (REE),0.716164
1/1/2027,Rhenium,-0.000000
1/1/2027,Rhodium,-0.000000
1/1/2027,Ruthenium,-0.000000
1/1/2027,Samarium (REE),-0.000000
1/1/2027,Scandium (REE),-0.000000
1/1/2027,Selenium,1.054299
1/1/2027,Silicon,29589.350878
1/1/2027,Silver,84.593972
1/1/2027,Steel,6037214.153650
1/1/2027,Tantalum,0.034042
1/1/2027,Tellurium,0.278963
1/1/2027,Terbium (REE),0.219102
1/1/2027,Thulium,-0.000000
1/1/2027,Tin,2809.625187
1/1/2027,Titanium,5.659573
1/1/2027,Tungsten,0.191047
1/1/2027,Vanadium,20.170698
1/1/2027,Yetterbium (REE),-0.000000
1/1/2027,Yttrium (REE),-0.000000
1/1/2027,Zinc,51528.838517
1/1/2027,Zirconium,0.067685
1/1/2028,Aluminum,213973.617862
1/1/2028,Antimony,-0.000000
1/1/2028,Arsenic,-0.000000
1/1/2028,Baryte,-0.000000
1/1/2028,Beryllium,-0.000000
1/1/2028,Bismuth,-0.000000
1/1/2028,Borate,-0.000000
1/1/2028,Boron,0.256189
1/1/2028,Cadmium,4.814584
1/1/2028,Cerium (REE),-0.000000
1/1/2028,Chromium,52161.956309
1/1/2028,Cobalt,6114.519283
1/1/2028,Copper,73839.730792
1/1/2028,Dysprosium (REE),1.955348
1/1/2028,Erbium (REE),-0.000000
1/1/2028,Europium (REE),-0.000000
1/1/2028,Fluorspar,-0.000000
1/1/2028,Gadolinium (REE),-0.000000
1/1/2028,Gallium,0.080664
1/1/2028,Germanium,-0.000000
1/1/2028,Gold,-0.000000
1/1/2028,Graphite,-0.000000
1/1/2028,Hafnium,0.002564
1/1/2028,Helium,-0.000000
1/1/2028,Holmium (REE),-0.000000
1/1/2028,Indium,0.136736
1/1/2028,Iridium,-0.000000
1/1/2028,Iron,435821.119975
1/1/2028,Lanthanum (REE),-0.000000
1/1/2028,Lead,476.466461
1/1/2028,Lithium,45.200581
1/1/2028,Lutetium (REE),-0.000000
1/1/2028,Magnesium,589.040396
1/1/2028,Manganese,14779.936545
1/1/2028,Molybdenum,2456.578178
1/1/2028,Neodymium (REE),7.322782
1/1/2028,Nickel,32726.617188
1/1/2028,Niobium,476.726816
1/1/2028,Palladium,-0.000000
1/1/2028,Phosphate rock,-0.000000
1/1/2028,Phosphorus,-0.000000
1/1/2028,Platinum,-0.000000
1/1/2028,Praseodymium (REE),0.844089
1/1/2028,Rhenium,-0.000000
1/1/2028,Rhodium,-0.000000
1/1/2028,Ruthenium,-0.000000
1/1/2028,Samarium (REE),-0.000000
1/1/2028,Scandium (REE),-0.000000
1/1/2028,Selenium,1.294862
1/1/2028,Silicon,35674.280301
1/1/2028,Silver,102.347383
1/1/2028,Steel,7834397.703528
1/1/2028,Tantalum,0.042192
1/1/2028,Tellurium,0.336708
1/1/2028,Terbium (REE),0.256130
1/1/2028,Thulium,-0.000000
1/1/2028,Tin,3319.513565
1/1/2028,Titanium,7.698196
1/1/2028,Tungsten,0.224319
1/1/2028,Vanadium,23.626860
1/1/2028,Yetterbium (REE),-0.000000
1/1/2028,Yttrium (REE),-0.000000
1/1/2028,Zinc,59622.393131
1/1/2028,Zirconium,0.079473
1/1/2029,Aluminum,260107.879011
1/1/2029,Antimony,-0.000000
1/1/2029,Arsenic,-0.000000
1/1/2029,Baryte,-0.000000
1/1/2029,Beryllium,-0.000000
1/1/2029,Bismuth,-0.000000
1/1/2029,Borate,-0.000000
1/1/2029,Boron,0.297267
1/1/2029,Cadmium,5.741991
1/1/2029,Cerium (REE),-0.000000
1/1/2029,Chromium,62026.638028
1/1/2029,Cobalt,7314.335612
1/1/2029,Copper,87610.570946
1/1/2029,Dysprosium (REE),2.345994
1/1/2029,Erbium (REE),-0.000000
1/1/2029,Europium (REE),-0.000000
1/1/2029,Fluorspar,-0.000000
1/1/2029,Gadolinium (REE),-0.000000
1/1/2029,Gallium,0.097870
1/1/2029,Germanium,-0.000000
1/1/2029,Gold,-0.000000
1/1/2029,Graphite,-0.000000
1/1/2029,Hafnium,0.003017
1/1/2029,Helium,-0.000000
1/1/2029,Holmium (REE),-0.000000
1/1/2029,Indium,0.165717
1/1/2029,Iridium,-0.000000
1/1/2029,Iron,521341.797539
1/1/2029,Lanthanum (REE),-0.000000
1/1/2029,Lead,564.193646
1/1/2029,Lithium,54.070239
1/1/2029,Lutetium (REE),-0.000000
1/1/2029,Magnesium,774.754969
1/1/2029,Manganese,17808.522898
1/1/2029,Molybdenum,2827.415803
1/1/2029,Neodymium (REE),8.824012
1/1/2029,Nickel,39037.441353
1/1/2029,Niobium,550.165842
1/1/2029,Palladium,-0.000000
1/1/2029,Phosphate rock,-0.000000
1/1/2029,Phosphorus,-0.000000
1/1/2029,Platinum,-0.000000
1/1/2029,Praseodymium (REE),0.987358
1/1/2029,Rhenium,-0.000000
1/1/2029,Rhodium,-0.000000
1/1/2029,Ruthenium,-0.000000
1/1/2029,Samarium (REE),-0.000000
1/1/2029,Scandium (REE),-0.000000
1/1/2029,Selenium,1.571076
1/1/2029,Silicon,42502.838059
1/1/2029,Silver,122.391840
1/1/2029,Steel,9841142.340446
1/1/2029,Tantalum,0.051857
1/1/2029,Tellurium,0.401609
1/1/2029,Terbium (REE),0.297197
1/1/2029,Thulium,-0.000000
1/1/2029,Tin,3884.895835
1/1/2029,Titanium,10.237888
1/1/2029,Tungsten,0.263996
1/1/2029,Vanadium,27.470389
1/1/2029,Yetterbium (REE),-0.000000
1/1/2029,Yttrium (REE),-0.000000
1/1/2029,Zinc,68448.909832
1/1/2029,Zirconium,0.093530
1/1/2030,Aluminum,311350.412039
1/1/2030,Antimony,-0.000000
1/1/2030,Arsenic,-0.000000
1/1/2030,Baryte,-0.000000
1/1/2030,Beryllium,-0.000000
1/1/2030,Bismuth,-0.000000
1/1/2030,Borate,-0.000000
1/1/2030,Boron,0.342511
1/1/2030,Cadmium,6.775133
1/1/2030,Cerium (REE),-0.000000
1/1/2030,Chromium,73017.396013
1/1/2030,Cobalt,8591.764693
1/1/2030,Copper,102572.307244
1/1/2030,Dysprosium (REE),2.764882
1/1/2030,Erbium (REE),-0.000000
1/1/2030,Europium (REE),-0.000000
1/1/2030,Fluorspar,-0.000000
1/1/2030,Gadolinium (REE),-0.000000
1/1/2030,Gallium,0.117439
1/1/2030,Germanium,-0.000000
1/1/2030,Gold,-0.000000
1/1/2030,Graphite,-0.000000
1/1/2030,Hafnium,0.003554
1/1/2030,Helium,-0.000000
1/1/2030,Holmium (REE),-0.000000
1/1/2030,Indium,0.198718
1/1/2030,Iridium,-0.000000
1/1/2030,Iron,612392.620808
1/1/2030,Lanthanum (REE),-0.000000
1/1/2030,Lead,660.460988
1/1/2030,Lithium,63.513448
1/1/2030,Lutetium (REE),-0.000000
1/1/2030,Magnesium,1000.440122
1/1/2030,Manganese,21103.094688
1/1/2030,Molybdenum,3231.772973
1/1/2030,Neodymium (REE),10.449893
1/1/2030,Nickel,45986.930003
1/1/2030,Niobium,630.692219
1/1/2030,Palladium,-0.000000
1/1/2030,Phosphate rock,-0.000000
1/1/2030,Phosphorus,-0.000000
1/1/2030,Platinum,-0.000000
1/1/2030,Praseodymium (REE),1.146652
1/1/2030,Rhenium,-0.000000
1/1/2030,Rhodium,-0.000000
1/1/2030,Ruthenium,-0.000000
1/1/2030,Samarium (REE),-0.000000
1/1/2030,Scandium (REE),-0.000000
1/1/2030,Selenium,1.885201
1/1/2030,Silicon,50094.665087
1/1/2030,Silver,144.816157
1/1/2030,Steel,12063574.362618
1/1/2030,Tantalum,0.063207
1/1/2030,Tellurium,0.473876
1/1/2030,Terbium (REE),0.342429
1/1/2030,Thulium,-0.000000
1/1/2030,Tin,4506.650321
1/1/2030,Titanium,13.348811
1/1/2030,Tungsten,0.310965
1/1/2030,Vanadium,31.715414
1/1/2030,Yetterbium (REE),-0.000000
1/1/2030,Yttrium (REE),-0.000000
1/1/2030,Zinc,78004.731074
1/1/2030,Zirconium,0.110171
1/1/2031,Aluminum,354011.438673
1/1/2031,Antimony,-0.000000
1/1/2031,Arsenic,-0.000000
1/1/2031,Baryte,-0.000000
1/1/2031,Beryllium,-0.000000
1/1/2031,Bismuth,-0.000000
1/1/2031,Borate,-0.000000
1/1/2031,Boron,0.392000
1/1/2031,Cadmium,7.758741
1/1/2031,Cerium (REE),-0.000000
1/1/2031,Chromium,85149.963110
1/1/2031,Cobalt,9924.184136
1/1/2031,Copper,116539.012308
1/1/2031,Dysprosium (REE),3.205507
1/1/2031,Erbium (REE),-0.000000
1/1/2031,Europium (REE),-0.000000
1/1/2031,Fluorspar,-0.000000
1/1/2031,Gadolinium (REE),-0.000000
1/1/2031,Gallium,0.141776
1/1/2031,Germanium,-0.000000
1/1/2031,Gold,-0.000000
1/1/2031,Graphite,-0.000000
1/1/2031,Hafnium,0.004184
1/1/2031,Helium,-0.000000
1/1/2031,Holmium (REE),-0.000000
1/1/2031,Indium,0.239687
1/1/2031,Iridium,-0.000000
1/1/2031,Iron,707360.284272
1/1/2031,Lanthanum (REE),-0.000000
1/1/2031,Lead,764.822422
1/1/2031,Lithium,73.362887
1/1/2031,Lutetium (REE),-0.000000
1/1/2031,Magnesium,1270.476587
1/1/2031,Manganese,24628.377990
1/1/2031,Molybdenum,3669.510599
1/1/2031,Neodymium (REE),12.180105
1/1/2031,Nickel,53548.638533
1/1/2031,Niobium,718.448048
1/1/2031,Palladium,-0.000000
1/1/2031,Phosphate rock,-0.000000
1/1/2031,Phosphorus,-0.000000
1/1/2031,Platinum,-0.000000
1/1/2031,Praseodymium (REE),1.322482
1/1/2031,Rhenium,-0.000000
1/1/2031,Rhodium,-0.000000
1/1/2031,Ruthenium,-0.000000
1/1/2031,Samarium (REE),-0.000000
1/1/2031,Scandium (REE),-0.000000
1/1/2031,Selenium,2.275875
1/1/2031,Silicon,58459.287163
1/1/2031,Silver,169.679938
1/1/2031,Steel,12465463.775024
1/1/2031,Tantalum,0.076411
1/1/2031,Tellurium,0.542551
1/1/2031,Terbium (REE),0.391904
1/1/2031,Thulium,-0.000000
1/1/2031,Tin,5184.949939
1/1/2031,Titanium,17.097543
1/1/2031,Tungsten,0.366142
1/1/2031,Vanadium,36.371831
1/1/2031,Yetterbium (REE),-0.000000
1/1/2031,Yttrium (REE),-0.000000
1/1/2031,Zinc,88277.702752
1/1/2031,Zirconium,0.129719
1/1/2032,Aluminum,415402.003908
1/1/2032,Antimony,-0.000000
1/1/2032,Arsenic,-0.000000
1/1/2032,Baryte,-0.000000
1/1/2032,Beryllium,-0.000000
1/1/2032,Bismuth,-0.000000
1/1/2032,Borate,-0.000000
1/1/2032,Boron,0.445764
1/1/2032,Cadmium,8.801226
1/1/2032,Cerium (REE),-0.000000
1/1/2032,Chromium,98436.742832
1/1/2032,Cobalt,11291.804481
1/1/2032,Copper,133574.709785
1/1/2032,Dysprosium (REE),3.662183
1/1/2032,Erbium (REE),-0.000000
1/1/2032,Europium (REE),-0.000000
1/1/2032,Fluorspar,-0.000000
1/1/2032,Gadolinium (REE),-0.000000
1/1/2032,Gallium,0.169421
1/1/2032,Germanium,-0.000000
1/1/2032,Gold,-0.000000
1/1/2032,Graphite,-0.000000
1/1/2032,Hafnium,0.004919
1/1/2032,Helium,-0.000000
1/1/2032,Holmium (REE),-0.000000
1/1/2032,Indium,0.286263
1/1/2032,Iridium,-0.000000
1/1/2032,Iron,804833.377569
1/1/2032,Lanthanum (REE),-0.000000
1/1/2032,Lead,876.972726
1/1/2032,Lithium,83.472173
1/1/2032,Lutetium (REE),-0.000000
1/1/2032,Magnesium,1589.254349
1/1/2032,Manganese,28355.365511
1/1/2032,Molybdenum,4140.695595
1/1/2032,Neodymium (REE),13.996901
1/1/2032,Nickel,61700.301104
1/1/2032,Niobium,813.518447
1/1/2032,Palladium,-0.000000
1/1/2032,Phosphate rock,-0.000000
1/1/2032,Phosphorus,-0.000000
1/1/2032,Platinum,-0.000000
1/1/2032,Praseodymium (REE),1.515172
1/1/2032,Rhenium,-0.000000
1/1/2032,Rhodium,-0.000000
1/1/2032,Ruthenium,-0.000000
1/1/2032,Samarium (REE),-0.000000
1/1/2032,Scandium (REE),-0.000000
1/1/2032,Selenium,2.719660
1/1/2032,Silicon,67599.363958
1/1/2032,Silver,197.023874
1/1/2032,Steel,15127741.026395
1/1/2032,Tantalum,0.091639
1/1/2032,Tellurium,0.615267
1/1/2032,Terbium (REE),0.445652
1/1/2032,Thulium,-0.000000
1/1/2032,Tin,5919.385525
1/1/2032,Titanium,21.550449
1/1/2032,Tungsten,0.430450
1/1/2032,Vanadium,41.444892
1/1/2032,Yetterbium (REE),-0.000000
1/1/2032,Yttrium (REE),-0.000000
1/1/2032,Zinc,99246.298948
1/1/2032,Zirconium,0.152502
1/1/2033,Aluminum,481891.210045
1/1/2033,Antimony,-0.000000
1/1/2033,Arsenic,-0.000000
1/1/2033,Baryte,-0.000000
1/1/2033,Beryllium,-0.000000
1/1/2033,Bismuth,-0.000000
1/1/2033,Borate,-0.000000
1/1/2033,Boron,0.503773
1/1/2033,Cadmium,9.896995
1/1/2033,Cerium (REE),-0.000000
1/1/2033,Chromium,112899.115062
1/1/2033,Cobalt,12682.115468
1/1/2033,Copper,151546.103463
1/1/2033,Dysprosium (REE),4.131407
1/1/2033,Erbium (REE),-0.000000
1/1/2033,Europium (REE),-0.000000
1/1/2033,Fluorspar,-0.000000
1/1/2033,Gadolinium (REE),-0.000000
1/1/2033,Gallium,0.200576
1/1/2033,Germanium,-0.000000
1/1/2033,Gold,-0.000000
1/1/2033,Graphite,-0.000000
1/1/2033,Hafnium,0.005769
1/1/2033,Helium,-0.000000
1/1/2033,Holmium (REE),-0.000000
1/1/2033,Indium,0.338793
1/1/2033,Iridium,-0.000000
1/1/2033,Iron,903919.272170
1/1/2033,Lanthanum (REE),-0.000000
1/1/2033,Lead,996.735356
1/1/2033,Lithium,93.748729
1/1/2033,Lutetium (REE),-0.000000
1/1/2033,Magnesium,1961.742217
1/1/2033,Manganese,32272.268862
1/1/2033,Molybdenum,4644.760688
1/1/2033,Neodymium (REE),15.889938
1/1/2033,Nickel,70436.584054
1/1/2033,Niobium,915.952013
1/1/2033,Palladium,-0.000000
1/1/2033,Phosphate rock,-0.000000
1/1/2033,Phosphorus,-0.000000
1/1/2033,Platinum,-0.000000
1/1/2033,Praseodymium (REE),1.724862
1/1/2033,Rhenium,-0.000000
1/1/2033,Rhodium,-0.000000
1/1/2033,Ruthenium,-0.000000
1/1/2033,Samarium (REE),-0.000000
1/1/2033,Scandium (REE),-0.000000
1/1/2033,Selenium,3.219770
1/1/2033,Silicon,77517.447498
1/1/2033,Silver,226.891544
1/1/2033,Steel,18011792.488632
1/1/2033,Tantalum,0.109069
1/1/2033,Tellurium,0.691619
1/1/2033,Terbium (REE),0.503646
1/1/2033,Thulium,-0.000000
1/1/2033,Tin,6709.246532
1/1/2033,Titanium,26.781432
1/1/2033,Tungsten,0.504782
1/1/2033,Vanadium,46.935178
1/1/2033,Yetterbium (REE),-0.000000
1/1/2033,Yttrium (REE),-0.000000
1/1/2033,Zinc,110878.537410
1/1/2033,Zirconium,0.178837
1/1/2034,Aluminum,553581.355654
1/1/2034,Antimony,-0.000000
1/1/2034,Arsenic,-0.000000
1/1/2034,Baryte,-0.000000
1/1/2034,Beryllium,-0.000000
1/1/2034,Bismuth,-0.000000
1/1/2034,Borate,-0.000000
1/1/2034,Boron,0.565944
1/1/2034,Cadmium,11.039753
1/1/2034,Cerium (REE),-0.000000
1/1/2034,Chromium,128565.610954
1/1/2034,Cobalt,14094.054725
1/1/2034,Copper,170440.098506
1/1/2034,Dysprosium (REE),4.613102
1/1/2034,Erbium (REE),-0.000000
1/1/2034,Europium (REE),-0.000000
1/1/2034,Fluorspar,-0.000000
1/1/2034,Gadolinium (REE),-0.000000
1/1/2034,Gallium,0.235427
1/1/2034,Germanium,-0.000000
1/1/2034,Gold,-0.000000
1/1/2034,Graphite,-0.000000
1/1/2034,Hafnium,0.006743
1/1/2034,Helium,-0.000000
1/1/2034,Holmium (REE),-0.000000
1/1/2034,Indium,0.397604
1/1/2034,Iridium,-0.000000
1/1/2034,Iron,1004541.419247
1/1/2034,Lanthanum (REE),-0.000000
1/1/2034,Lead,1124.178133
1/1/2034,Lithium,104.184615
1/1/2034,Lutetium (REE),-0.000000
1/1/2034,Magnesium,2392.875893
1/1/2034,Manganese,36391.450752
1/1/2034,Molybdenum,5180.784674
1/1/2034,Neodymium (REE),17.860387
1/1/2034,Nickel,79776.127813
1/1/2034,Niobium,1025.740115
1/1/2034,Palladium,-0.000000
1/1/2034,Phosphate rock,-0.000000
1/1/2034,Phosphorus,-0.000000
1/1/2034,Platinum,-0.000000
1/1/2034,Praseodymium (REE),1.951481
1/1/2034,Rhenium,-0.000000
1/1/2034,Rhodium,-0.000000
1/1/2034,Ruthenium,-0.000000
1/1/2034,Samarium (REE),-0.000000
1/1/2034,Scandium (REE),-0.000000
1/1/2034,Selenium,3.779222
1/1/2034,Silicon,88210.892532
1/1/2034,Silver,259.311345
1/1/2034,Steel,21117028.410046
1/1/2034,Tantalum,0.128877
1/1/2034,Tellurium,0.771151
1/1/2034,Terbium (REE),0.565798
1/1/2034,Thulium,-0.000000
1/1/2034,Tin,7553.327821
1/1/2034,Titanium,32.862494
1/1/2034,Tungsten,0.590017
1/1/2034,Vanadium,52.838040
1/1/2034,Yetterbium (REE),-0.000000
1/1/2034,Yttrium (REE),-0.000000
1/1/2034,Zinc,123133.410076
1/1/2034,Zirconium,0.209034
1/1/2035,Aluminum,630645.273744
1/1/2035,Antimony,-0.000000
1/1/2035,Arsenic,-0.000000
1/1/2035,Baryte,-0.000000
1/1/2035,Beryllium,-0.000000
1/1/2035,Bismuth,-0.000000
1/1/2035,Borate,-0.000000
1/1/2035,Boron,0.632129
1/1/2035,Cadmium,12.222368
1/1/2035,Cerium (REE),-0.000000
1/1/2035,Chromium,145472.454193
1/1/2035,Cobalt,15540.961338
1/1/2035,Copper,190305.016385
1/1/2035,Dysprosium (REE),5.111497
1/1/2035,Erbium (REE),-0.000000
1/1/2035,Europium (REE),-0.000000
1/1/2035,Fluorspar,-0.000000
1/1/2035,Gadolinium (REE),-0.000000
1/1/2035,Gallium,0.274144
1/1/2035,Germanium,-0.000000
1/1/2035,Gold,-0.000000
1/1/2035,Graphite,-0.000000
1/1/2035,Hafnium,0.007852
1/1/2035,Helium,-0.000000
1/1/2035,Holmium (REE),-0.000000
1/1/2035,Indium,0.462991
1/1/2035,Iridium,-0.000000
1/1/2035,Iron,1107649.967037
1/1/2035,Lanthanum (REE),-0.000000
1/1/2035,Lead,1259.671836
1/1/2035,Lithium,114.878374
1/1/2035,Lutetium (REE),-0.000000
1/1/2035,Magnesium,2887.228498
1/1/2035,Manganese,40754.662945
1/1/2035,Molybdenum,5747.522004
1/1/2035,Neodymium (REE),19.923896
1/1/2035,Nickel,89767.182760
1/1/2035,Niobium,1142.808101
1/1/2035,Palladium,-0.000000
1/1/2035,Phosphate rock,-0.000000
1/1/2035,Phosphorus,-0.000000
1/1/2035,Platinum,-0.000000
1/1/2035,Praseodymium (REE),2.194732
1/1/2035,Rhenium,-0.000000
1/1/2035,Rhodium,-0.000000
1/1/2035,Ruthenium,-0.000000
1/1/2035,Samarium (REE),-0.000000
1/1/2035,Scandium (REE),-0.000000
1/1/2035,Selenium,4.400734
